starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 14 09:21:55 2012	1342237915	0	7	8	7
Sat Jul 14 09:17:31 2012	1342237651	0	7	8	7
Sat Jul 14 09:19:12 2012	1342237752	0	7	8	7
Sat Jul 14 09:21:38 2012	1342237898	0	7	8	7
Sat Jul 14 09:21:34 2012	1342237894	0	7	8	7
Sat Jul 14 09:15:30 2012	1342237530	0	7	8	7
Sat Jul 14 09:19:44 2012	1342237784	0	7	8	7
Sat Jul 14 09:18:40 2012	1342237720	0	7	8	7
Sat Jul 14 09:15:06 2012	1342237506	0	7	8	7
Sat Jul 14 09:16:18 2012	1342237578	0	7	8	7
Sat Jul 14 09:20:57 2012	1342237857	0	7	8	7
Sat Jul 14 09:17:22 2012	1342237642	0	7	8	7
Sat Jul 14 09:20:52 2012	1342237852	0	7	8	7
Sat Jul 14 09:17:48 2012	1342237668	0	7	8	7
Sat Jul 14 09:17:00 2012	1342237620	0	7	8	7
Sat Jul 14 09:21:00 2012	1342237860	0	7	8	7
Sat Jul 14 09:17:13 2012	1342237633	0	7	8	7
Sat Jul 14 09:20:40 2012	1342237840	0	7	8	7
Sat Jul 14 09:16:58 2012	1342237618	0	7	8	7
Sat Jul 14 09:18:26 2012	1342237706	0	7	8	7
Sat Jul 14 09:17:57 2012	1342237677	0	7	8	7
Sat Jul 14 09:16:48 2012	1342237608	0	7	8	7
Sat Jul 14 09:19:32 2012	1342237772	0	7	8	7
Sat Jul 14 09:16:33 2012	1342237593	0	7	8	7
Sat Jul 14 09:18:12 2012	1342237692	0	7	8	7
Sat Jul 14 09:18:27 2012	1342237707	0	7	8	7
Sat Jul 14 09:21:06 2012	1342237866	0	7	8	7
Sat Jul 14 09:17:53 2012	1342237673	0	7	8	7
Sat Jul 14 09:20:38 2012	1342237838	0	7	8	7
Sat Jul 14 09:16:33 2012	1342237593	0	7	8	7
Sat Jul 14 09:17:12 2012	1342237632	0	7	8	7
Sat Jul 14 09:20:44 2012	1342237844	0	7	8	7
Sat Jul 14 09:21:27 2012	1342237887	0	7	8	7
Sat Jul 14 09:16:54 2012	1342237614	0	7	8	7
Sat Jul 14 09:21:12 2012	1342237872	0	7	8	7
Sat Jul 14 09:19:51 2012	1342237791	0	7	8	7
Sat Jul 14 09:16:38 2012	1342237598	0	7	8	7
Sat Jul 14 09:21:41 2012	1342237901	0	7	8	7
Sat Jul 14 09:17:40 2012	1342237660	0	7	8	7
Sat Jul 14 09:16:27 2012	1342237587	0	7	8	7
Sat Jul 14 09:18:46 2012	1342237726	0	7	8	7
Sat Jul 14 09:16:22 2012	1342237582	0	7	8	7
Sat Jul 14 09:15:19 2012	1342237519	0	7	8	7
Sat Jul 14 09:17:16 2012	1342237636	0	7	8	7
Sat Jul 14 09:21:43 2012	1342237903	0	7	8	7
Sat Jul 14 09:19:40 2012	1342237780	0	7	8	7
Sat Jul 14 09:15:18 2012	1342237518	0	7	8	7
Sat Jul 14 09:15:19 2012	1342237519	0	7	8	7
Sat Jul 14 09:21:57 2012	1342237917	0	7	8	7
Sat Jul 14 09:16:18 2012	1342237578	0	7	8	7
Sat Jul 14 09:17:31 2012	1342237651	0	7	8	7
Sat Jul 14 09:15:32 2012	1342237532	0	7	8	7
Sat Jul 14 09:19:08 2012	1342237748	0	7	8	7
Sat Jul 14 09:17:22 2012	1342237642	0	7	8	7
Sat Jul 14 09:16:55 2012	1342237615	0	7	8	7
Sat Jul 14 09:17:33 2012	1342237653	0	7	8	7
Sat Jul 14 09:16:51 2012	1342237611	0	7	8	7
Sat Jul 14 09:19:04 2012	1342237744	0	7	8	7
Sat Jul 14 09:17:16 2012	1342237636	0	7	8	7
Sat Jul 14 09:17:36 2012	1342237656	0	7	8	7
Sat Jul 14 09:18:52 2012	1342237732	0	7	8	7
Sat Jul 14 09:21:37 2012	1342237897	0	7	8	7
Sat Jul 14 09:16:42 2012	1342237602	0	7	8	7
Sat Jul 14 09:18:14 2012	1342237694	0	7	8	7
Sat Jul 14 09:15:18 2012	1342237518	0	7	8	7
Sat Jul 14 09:16:59 2012	1342237619	0	7	8	7
Sat Jul 14 09:16:32 2012	1342237592	0	7	8	7
Sat Jul 14 09:20:34 2012	1342237834	0	7	8	7
Sat Jul 14 09:19:11 2012	1342237751	0	7	8	7
Sat Jul 14 09:22:26 2012	1342237946	0	7	8	7
Sat Jul 14 09:17:13 2012	1342237633	0	7	8	7
Sat Jul 14 09:19:37 2012	1342237777	0	7	8	7
Sat Jul 14 09:22:37 2012	1342237957	0	7	8	7
Sat Jul 14 09:18:46 2012	1342237726	0	7	8	7
Sat Jul 14 09:15:44 2012	1342237544	0	7	8	7
Sat Jul 14 09:21:39 2012	1342237899	0	7	8	7
Sat Jul 14 09:20:55 2012	1342237855	0	7	8	7
Sat Jul 14 09:16:44 2012	1342237604	0	7	8	7
Sat Jul 14 09:15:06 2012	1342237506	0	7	8	7
Sat Jul 14 09:20:01 2012	1342237801	0	7	8	7
Sat Jul 14 09:20:39 2012	1342237839	0	7	8	7
Sat Jul 14 09:21:00 2012	1342237860	0	7	8	7
Sat Jul 14 09:20:46 2012	1342237846	0	7	8	7
Sat Jul 14 09:16:00 2012	1342237560	0	7	8	7
Sat Jul 14 09:15:32 2012	1342237532	0	7	8	7
Sat Jul 14 09:15:03 2012	1342237503	0	7	8	7
Sat Jul 14 09:22:19 2012	1342237939	0	7	8	7
Sat Jul 14 09:18:44 2012	1342237724	0	7	8	7
Sat Jul 14 09:18:24 2012	1342237704	0	7	8	7
Sat Jul 14 09:15:08 2012	1342237508	0	7	8	7
Sat Jul 14 09:19:08 2012	1342237748	0	7	8	7
Sat Jul 14 09:20:07 2012	1342237807	0	7	8	7
Sat Jul 14 09:20:08 2012	1342237808	0	7	8	7
Sat Jul 14 09:16:03 2012	1342237563	0	7	8	7
Sat Jul 14 09:21:30 2012	1342237890	0	7	8	7
Sat Jul 14 09:17:26 2012	1342237646	0	7	8	7
Sat Jul 14 09:22:43 2012	1342237963	0	7	8	7
Sat Jul 14 09:17:06 2012	1342237626	0	7	8	7
Sat Jul 14 09:17:47 2012	1342237667	0	7	8	7
Sat Jul 14 09:22:02 2012	1342237922	0	7	8	7
Sat Jul 14 09:18:13 2012	1342237693	0	7	8	3
Sat Jul 14 09:17:25 2012	1342237645	0	7	8	7
Sat Jul 14 09:19:39 2012	1342237779	0	7	8	7
Sat Jul 14 09:15:37 2012	1342237537	0	7	8	7
Sat Jul 14 09:21:44 2012	1342237904	0	7	8	7
Sat Jul 14 09:18:23 2012	1342237703	0	7	8	7
Sat Jul 14 09:15:18 2012	1342237518	0	7	8	7
Sat Jul 14 09:17:31 2012	1342237651	0	7	8	7
Sat Jul 14 09:21:56 2012	1342237916	0	7	8	7
Sat Jul 14 09:17:41 2012	1342237661	0	7	8	7
Sat Jul 14 09:22:12 2012	1342237932	0	7	8	7
Sat Jul 14 09:20:00 2012	1342237800	0	7	8	7
Sat Jul 14 09:18:48 2012	1342237728	0	7	8	7
Sat Jul 14 09:16:55 2012	1342237615	0	7	8	7
Sat Jul 14 09:16:46 2012	1342237606	0	7	8	7
Sat Jul 14 09:19:45 2012	1342237785	0	7	8	7
Sat Jul 14 09:17:55 2012	1342237675	0	7	8	7
Sat Jul 14 09:19:50 2012	1342237790	0	7	8	7
Sat Jul 14 09:18:15 2012	1342237695	0	7	8	7
Sat Jul 14 09:20:01 2012	1342237801	0	7	8	7
Sat Jul 14 09:19:26 2012	1342237766	0	7	8	7
Sat Jul 14 09:19:03 2012	1342237743	0	7	8	7
Sat Jul 14 09:19:45 2012	1342237785	0	7	8	7
Sat Jul 14 09:16:05 2012	1342237565	0	7	8	7
Sat Jul 14 09:19:26 2012	1342237766	0	7	8	7
Sat Jul 14 09:22:04 2012	1342237924	0	7	8	7
Sat Jul 14 09:19:52 2012	1342237792	0	7	8	7
Sat Jul 14 09:19:44 2012	1342237784	0	7	8	7
Sat Jul 14 09:20:51 2012	1342237851	0	7	8	7
Sat Jul 14 09:18:45 2012	1342237725	0	7	8	7
Sat Jul 14 09:17:58 2012	1342237678	0	7	8	7
Sat Jul 14 09:15:18 2012	1342237518	0	7	8	7
Sat Jul 14 09:19:47 2012	1342237787	0	7	8	7
Sat Jul 14 09:17:17 2012	1342237637	0	7	8	7
Sat Jul 14 09:21:05 2012	1342237865	0	7	8	7
Sat Jul 14 09:15:13 2012	1342237513	0	7	8	7
Sat Jul 14 09:22:04 2012	1342237924	0	7	8	7
Sat Jul 14 09:21:47 2012	1342237907	0	7	8	7
Sat Jul 14 09:21:57 2012	1342237917	0	7	8	7
Sat Jul 14 09:20:21 2012	1342237821	0	7	8	7
Sat Jul 14 09:21:30 2012	1342237890	0	7	8	7
Sat Jul 14 09:21:04 2012	1342237864	0	7	8	7
Sat Jul 14 09:22:30 2012	1342237950	0	7	8	7
Sat Jul 14 09:19:42 2012	1342237782	0	7	8	7
Sat Jul 14 09:20:01 2012	1342237801	0	7	8	7
Sat Jul 14 09:21:05 2012	1342237865	0	7	8	7
Sat Jul 14 09:21:35 2012	1342237895	0	7	8	7
Sat Jul 14 09:17:28 2012	1342237648	0	7	8	7
Sat Jul 14 09:15:56 2012	1342237556	0	7	8	7
Sat Jul 14 09:19:27 2012	1342237767	0	7	8	7
Sat Jul 14 09:20:43 2012	1342237843	0	7	8	7
Sat Jul 14 09:17:23 2012	1342237643	0	7	8	7
Sat Jul 14 09:22:37 2012	1342237957	0	7	8	7
Sat Jul 14 09:18:46 2012	1342237726	0	7	8	7
Sat Jul 14 09:17:34 2012	1342237654	0	7	8	7
Sat Jul 14 09:21:34 2012	1342237894	0	7	8	7
Sat Jul 14 09:21:13 2012	1342237873	0	7	8	7
Sat Jul 14 09:15:06 2012	1342237506	0	7	8	7
Sat Jul 14 09:21:15 2012	1342237875	0	7	8	7
Sat Jul 14 09:22:38 2012	1342237958	0	7	8	7
Sat Jul 14 09:22:22 2012	1342237942	0	7	8	7
Sat Jul 14 09:18:14 2012	1342237694	0	7	8	7
Sat Jul 14 09:15:17 2012	1342237517	0	7	8	7
Sat Jul 14 09:21:00 2012	1342237860	0	7	8	7
Sat Jul 14 09:19:36 2012	1342237776	0	7	8	7
Sat Jul 14 09:20:59 2012	1342237859	0	7	8	7
Sat Jul 14 09:21:43 2012	1342237903	0	7	8	7
Sat Jul 14 09:20:46 2012	1342237846	0	7	8	7
Sat Jul 14 09:16:55 2012	1342237615	0	7	8	7
Sat Jul 14 09:22:27 2012	1342237947	0	7	8	7
Sat Jul 14 09:16:25 2012	1342237585	0	7	8	7
Sat Jul 14 09:20:44 2012	1342237844	0	7	8	7
Sat Jul 14 09:21:42 2012	1342237902	0	7	8	7
Sat Jul 14 09:19:17 2012	1342237757	0	7	8	7
Sat Jul 14 09:21:01 2012	1342237861	0	7	8	7
Sat Jul 14 09:17:03 2012	1342237623	0	7	8	7
Sat Jul 14 09:22:20 2012	1342237940	0	7	8	7
Sat Jul 14 09:21:00 2012	1342237860	0	7	8	7
Sat Jul 14 09:16:02 2012	1342237562	0	7	8	7
Sat Jul 14 09:18:32 2012	1342237712	0	7	8	7
Sat Jul 14 09:21:43 2012	1342237903	0	7	8	7
Sat Jul 14 09:19:13 2012	1342237753	0	7	8	7
Sat Jul 14 09:20:57 2012	1342237857	0	7	8	7
Sat Jul 14 09:17:04 2012	1342237624	0	7	8	7
Sat Jul 14 09:16:34 2012	1342237594	0	7	8	7
Sat Jul 14 09:16:00 2012	1342237560	0	7	8	7
Sat Jul 14 09:15:04 2012	1342237504	0	7	8	7
Sat Jul 14 09:21:29 2012	1342237889	0	7	8	7
Sat Jul 14 09:22:17 2012	1342237937	0	7	8	7
Sat Jul 14 09:21:20 2012	1342237880	0	7	8	7
Sat Jul 14 09:18:50 2012	1342237730	0	7	8	7
Sat Jul 14 09:19:12 2012	1342237752	0	7	8	7
Sat Jul 14 09:17:20 2012	1342237640	0	7	8	7
Sat Jul 14 09:17:59 2012	1342237679	0	7	8	7
Sat Jul 14 09:17:59 2012	1342237679	0	7	8	7
Sat Jul 14 09:19:07 2012	1342237747	0	7	8	7
Sat Jul 14 09:15:24 2012	1342237524	0	7	8	7
Sat Jul 14 09:21:26 2012	1342237886	0	7	8	7
Sat Jul 14 09:18:48 2012	1342237728	0	7	8	7
Sat Jul 14 09:18:48 2012	1342237728	0	7	8	7
Sat Jul 14 09:18:17 2012	1342237697	0	7	8	7
Sat Jul 14 09:16:00 2012	1342237560	0	7	8	7
Sat Jul 14 09:16:22 2012	1342237582	0	7	8	7
Sat Jul 14 09:22:30 2012	1342237950	0	7	8	7
Sat Jul 14 09:16:12 2012	1342237572	0	7	8	7
Sat Jul 14 09:18:06 2012	1342237686	0	7	8	7
Sat Jul 14 09:21:06 2012	1342237866	0	7	8	7
Sat Jul 14 09:17:06 2012	1342237626	0	7	8	7
Sat Jul 14 09:16:46 2012	1342237606	0	7	8	7
Sat Jul 14 09:20:02 2012	1342237802	0	7	8	7
Sat Jul 14 09:18:42 2012	1342237722	0	7	8	7
Sat Jul 14 09:21:08 2012	1342237868	0	7	8	7
Sat Jul 14 09:21:38 2012	1342237898	0	7	8	7
Sat Jul 14 09:15:39 2012	1342237539	0	7	8	7
Sat Jul 14 09:17:12 2012	1342237632	0	7	8	7
Sat Jul 14 09:19:15 2012	1342237755	0	7	8	7
Sat Jul 14 09:16:32 2012	1342237592	0	7	8	7
Sat Jul 14 09:21:43 2012	1342237903	0	7	8	7
Sat Jul 14 09:17:26 2012	1342237646	0	7	8	7
Sat Jul 14 09:20:58 2012	1342237858	0	7	8	7
Sat Jul 14 09:18:03 2012	1342237683	0	7	8	7
Sat Jul 14 09:16:56 2012	1342237616	0	7	8	7
Sat Jul 14 09:18:54 2012	1342237734	0	7	8	7
Sat Jul 14 09:18:14 2012	1342237694	0	7	8	7
Sat Jul 14 09:21:59 2012	1342237919	0	7	8	7
Sat Jul 14 09:21:27 2012	1342237887	0	7	8	7
Sat Jul 14 09:15:03 2012	1342237503	0	7	8	7
Sat Jul 14 09:21:58 2012	1342237918	0	7	8	7
Sat Jul 14 09:22:13 2012	1342237933	0	7	8	7
Sat Jul 14 09:18:05 2012	1342237685	0	7	8	7
Sat Jul 14 09:18:18 2012	1342237698	0	7	8	7
Sat Jul 14 09:20:38 2012	1342237838	0	7	8	7
Sat Jul 14 09:18:46 2012	1342237726	0	7	8	7
Sat Jul 14 09:16:54 2012	1342237614	0	7	8	7
Sat Jul 14 09:17:52 2012	1342237672	0	7	8	7
Sat Jul 14 09:20:39 2012	1342237839	0	7	8	7
Sat Jul 14 09:19:44 2012	1342237784	0	7	8	7
Sat Jul 14 09:18:52 2012	1342237732	0	7	8	7
Sat Jul 14 09:21:04 2012	1342237864	0	7	8	7
Sat Jul 14 09:22:12 2012	1342237932	0	7	8	7
Sat Jul 14 09:18:21 2012	1342237701	0	7	8	7
Sat Jul 14 09:21:02 2012	1342237862	0	7	8	7
Sat Jul 14 09:15:08 2012	1342237508	0	7	8	7
Sat Jul 14 09:19:08 2012	1342237748	0	7	8	7
Sat Jul 14 09:21:57 2012	1342237917	0	7	8	7
Sat Jul 14 09:15:10 2012	1342237510	0	7	8	7
Sat Jul 14 09:20:04 2012	1342237804	0	7	8	7
Sat Jul 14 09:20:01 2012	1342237801	0	7	8	7
Sat Jul 14 09:21:52 2012	1342237912	0	7	8	7
Sat Jul 14 09:20:53 2012	1342237853	0	7	8	7
Sat Jul 14 09:19:01 2012	1342237741	0	7	8	7
Sat Jul 14 09:21:35 2012	1342237895	0	7	8	7
Sat Jul 14 09:15:41 2012	1342237541	0	7	8	7
Sat Jul 14 09:20:58 2012	1342237858	0	7	8	7
Sat Jul 14 09:17:44 2012	1342237664	0	7	8	7
Sat Jul 14 09:18:31 2012	1342237711	0	7	8	7
Sat Jul 14 09:17:53 2012	1342237673	0	7	8	7
Sat Jul 14 09:21:20 2012	1342237880	0	7	8	7
Sat Jul 14 09:21:36 2012	1342237896	0	7	8	7
Sat Jul 14 09:18:15 2012	1342237695	0	7	8	7
Sat Jul 14 09:18:16 2012	1342237696	0	7	8	7
Sat Jul 14 09:21:36 2012	1342237896	0	7	8	7
Sat Jul 14 09:15:06 2012	1342237506	0	7	8	7
Sat Jul 14 09:18:13 2012	1342237693	0	7	8	7
Sat Jul 14 09:22:28 2012	1342237948	0	7	8	7
Sat Jul 14 09:16:08 2012	1342237568	0	7	8	7
Sat Jul 14 09:22:30 2012	1342237950	0	7	8	7
Sat Jul 14 09:21:19 2012	1342237879	0	7	8	7
Sat Jul 14 09:19:45 2012	1342237785	0	7	8	7
Sat Jul 14 09:19:49 2012	1342237789	0	7	8	7
Sat Jul 14 09:18:33 2012	1342237713	0	7	8	7
Sat Jul 14 09:20:08 2012	1342237808	0	7	8	7
Sat Jul 14 09:18:15 2012	1342237695	0	7	8	7
Sat Jul 14 09:19:07 2012	1342237747	0	7	8	7
Sat Jul 14 09:21:33 2012	1342237893	0	7	8	7
Sat Jul 14 09:21:52 2012	1342237912	0	7	8	7
Sat Jul 14 09:15:06 2012	1342237506	0	7	8	7
Sat Jul 14 09:18:19 2012	1342237699	0	7	8	7
Sat Jul 14 09:18:41 2012	1342237721	0	7	8	7
Sat Jul 14 09:21:08 2012	1342237868	0	7	8	7
Sat Jul 14 09:16:44 2012	1342237604	0	7	8	7
Sat Jul 14 09:20:00 2012	1342237800	0	7	8	7
Sat Jul 14 09:19:46 2012	1342237786	0	7	8	7
Sat Jul 14 09:15:04 2012	1342237504	0	7	8	7
Sat Jul 14 09:21:40 2012	1342237900	0	7	8	7
Sat Jul 14 09:22:07 2012	1342237927	0	7	8	7
Sat Jul 14 09:21:57 2012	1342237917	0	7	8	7
Sat Jul 14 09:19:50 2012	1342237790	0	7	8	7
Sat Jul 14 09:22:24 2012	1342237944	0	7	8	7
Sat Jul 14 09:21:54 2012	1342237914	0	7	8	7
Sat Jul 14 09:21:59 2012	1342237919	0	7	8	7
Sat Jul 14 09:22:11 2012	1342237931	0	7	8	7
Sat Jul 14 09:17:30 2012	1342237650	0	7	8	7
Sat Jul 14 09:19:46 2012	1342237786	0	7	8	7
Sat Jul 14 09:21:43 2012	1342237903	0	7	8	7
Sat Jul 14 09:17:25 2012	1342237645	0	7	8	7
Sat Jul 14 09:22:06 2012	1342237926	0	7	8	7
Sat Jul 14 09:21:07 2012	1342237867	0	7	8	7
Sat Jul 14 09:21:44 2012	1342237904	0	7	8	7
Sat Jul 14 09:20:57 2012	1342237857	0	7	8	7
Sat Jul 14 09:20:58 2012	1342237858	0	7	8	7
Sat Jul 14 09:15:17 2012	1342237517	0	7	8	7
Sat Jul 14 09:15:24 2012	1342237524	0	7	8	7
Sat Jul 14 09:21:01 2012	1342237861	0	7	8	7
Sat Jul 14 09:18:23 2012	1342237703	0	7	8	7
Sat Jul 14 09:19:53 2012	1342237793	0	7	8	7
Sat Jul 14 09:15:08 2012	1342237508	0	7	8	7
Sat Jul 14 09:22:33 2012	1342237953	0	7	8	7
Sat Jul 14 09:15:25 2012	1342237525	0	7	8	7
Sat Jul 14 09:17:43 2012	1342237663	0	7	8	7
Sat Jul 14 09:16:44 2012	1342237604	0	7	8	7
Sat Jul 14 09:18:39 2012	1342237719	0	7	8	7
Sat Jul 14 09:22:32 2012	1342237952	0	7	8	7
Sat Jul 14 09:15:05 2012	1342237505	0	7	8	7
Sat Jul 14 09:18:25 2012	1342237705	0	7	8	7
Sat Jul 14 09:19:50 2012	1342237790	0	7	8	7
Sat Jul 14 09:20:52 2012	1342237852	0	7	8	7
Sat Jul 14 09:15:45 2012	1342237545	0	7	8	7
Sat Jul 14 09:19:01 2012	1342237741	0	7	8	7
Sat Jul 14 09:19:26 2012	1342237766	0	7	8	7
Sat Jul 14 09:19:55 2012	1342237795	0	7	8	7
Sat Jul 14 09:20:55 2012	1342237855	0	7	8	7
Sat Jul 14 09:22:06 2012	1342237926	0	7	8	7
Sat Jul 14 09:20:56 2012	1342237856	0	7	8	7
Sat Jul 14 09:17:03 2012	1342237623	0	7	8	7
Sat Jul 14 09:20:19 2012	1342237819	0	7	8	7
Sat Jul 14 09:22:44 2012	1342237964	0	7	8	7
Sat Jul 14 09:15:44 2012	1342237544	0	7	8	7
Sat Jul 14 09:21:19 2012	1342237879	0	7	8	7
Sat Jul 14 09:18:20 2012	1342237700	0	7	8	7
Sat Jul 14 09:15:16 2012	1342237516	0	7	8	7
Sat Jul 14 09:21:17 2012	1342237877	0	7	8	7
Sat Jul 14 09:18:31 2012	1342237711	0	7	8	7
Sat Jul 14 09:17:12 2012	1342237632	0	7	8	7
Sat Jul 14 09:18:56 2012	1342237736	0	7	8	7
Sat Jul 14 09:18:08 2012	1342237688	0	7	8	7
Sat Jul 14 09:22:30 2012	1342237950	0	7	8	7
Sat Jul 14 09:20:46 2012	1342237846	0	7	8	7
Sat Jul 14 09:16:27 2012	1342237587	0	7	8	7
Sat Jul 14 09:21:44 2012	1342237904	0	7	8	7
Sat Jul 14 09:17:36 2012	1342237656	0	7	8	7
Sat Jul 14 09:21:02 2012	1342237862	0	7	8	7
Sat Jul 14 09:19:19 2012	1342237759	0	7	8	7
Sat Jul 14 09:21:52 2012	1342237912	0	7	8	7
Sat Jul 14 09:20:37 2012	1342237837	0	7	8	7
Sat Jul 14 09:19:56 2012	1342237796	0	7	8	7
Sat Jul 14 09:16:44 2012	1342237604	0	7	8	7
Sat Jul 14 09:21:40 2012	1342237900	0	7	8	7
Sat Jul 14 09:18:04 2012	1342237684	0	7	8	7
Sat Jul 14 09:20:32 2012	1342237832	0	7	8	7
Sat Jul 14 09:16:26 2012	1342237586	0	7	8	7
Sat Jul 14 09:19:03 2012	1342237743	0	7	8	7
Sat Jul 14 09:18:12 2012	1342237692	0	7	8	7
Sat Jul 14 09:19:42 2012	1342237782	0	7	8	7
Sat Jul 14 09:17:45 2012	1342237665	0	7	8	7
Sat Jul 14 09:18:06 2012	1342237686	0	7	8	7
Sat Jul 14 09:22:36 2012	1342237956	0	7	8	7
Sat Jul 14 09:18:40 2012	1342237720	0	7	8	7
Sat Jul 14 09:15:08 2012	1342237508	0	7	8	7
Sat Jul 14 09:21:03 2012	1342237863	0	7	8	7
Sat Jul 14 09:16:44 2012	1342237604	0	7	8	7
Sat Jul 14 09:18:58 2012	1342237738	0	7	8	7
Sat Jul 14 09:21:49 2012	1342237909	0	7	8	7
Sat Jul 14 09:20:42 2012	1342237842	0	7	8	7
Sat Jul 14 09:15:03 2012	1342237503	0	7	8	7
Sat Jul 14 09:16:55 2012	1342237615	0	7	8	7
Sat Jul 14 09:15:29 2012	1342237529	0	7	8	7
Sat Jul 14 09:19:23 2012	1342237763	0	7	8	7
Sat Jul 14 09:22:33 2012	1342237953	0	7	8	7
Sat Jul 14 09:17:05 2012	1342237625	0	7	8	7
Sat Jul 14 09:15:08 2012	1342237508	0	7	8	7
Sat Jul 14 09:15:24 2012	1342237524	0	7	8	7
Sat Jul 14 09:19:54 2012	1342237794	0	7	8	7
Sat Jul 14 09:19:11 2012	1342237751	0	7	8	7
Sat Jul 14 09:21:40 2012	1342237900	0	7	8	7
Sat Jul 14 09:20:40 2012	1342237840	0	7	8	7
Sat Jul 14 09:20:01 2012	1342237801	0	7	8	7
Sat Jul 14 09:18:31 2012	1342237711	0	7	8	7
Sat Jul 14 09:22:42 2012	1342237962	0	7	8	7
Sat Jul 14 09:21:24 2012	1342237884	0	7	8	7
Sat Jul 14 09:16:13 2012	1342237573	0	7	8	7
Sat Jul 14 09:21:40 2012	1342237900	0	7	8	7
Sat Jul 14 09:17:03 2012	1342237623	0	7	8	7
Sat Jul 14 09:21:38 2012	1342237898	0	7	8	7
Sat Jul 14 09:16:25 2012	1342237585	0	7	8	7
Sat Jul 14 09:22:43 2012	1342237963	0	7	8	7
Sat Jul 14 09:19:24 2012	1342237764	0	7	8	7
Sat Jul 14 09:19:33 2012	1342237773	0	7	8	7
Sat Jul 14 09:19:40 2012	1342237780	0	7	8	7
Sat Jul 14 09:22:09 2012	1342237929	0	7	8	7
Sat Jul 14 09:20:39 2012	1342237839	0	7	8	7
Sat Jul 14 09:19:38 2012	1342237778	0	7	8	7
Sat Jul 14 09:18:12 2012	1342237692	0	7	8	7
Sat Jul 14 09:20:44 2012	1342237844	0	7	8	7
Sat Jul 14 09:19:35 2012	1342237775	0	7	8	7
Sat Jul 14 09:15:42 2012	1342237542	0	7	8	7
Sat Jul 14 09:17:53 2012	1342237673	0	7	8	7
Sat Jul 14 09:21:22 2012	1342237882	0	7	8	7
Sat Jul 14 09:15:24 2012	1342237524	0	7	8	7
Sat Jul 14 09:18:45 2012	1342237725	0	7	8	7
Sat Jul 14 09:16:18 2012	1342237578	0	7	8	7
Sat Jul 14 09:18:39 2012	1342237719	0	7	8	7
Sat Jul 14 09:22:19 2012	1342237939	0	7	8	7
Sat Jul 14 09:20:40 2012	1342237840	0	7	8	7
Sat Jul 14 09:20:43 2012	1342237843	0	7	8	7
Sat Jul 14 09:19:48 2012	1342237788	0	7	8	7
Sat Jul 14 09:17:58 2012	1342237678	0	7	8	7
Sat Jul 14 09:15:43 2012	1342237543	0	7	8	7
Sat Jul 14 09:20:42 2012	1342237842	0	7	8	7
Sat Jul 14 09:19:47 2012	1342237787	0	7	8	7
Sat Jul 14 09:22:20 2012	1342237940	0	7	8	7
Sat Jul 14 09:19:33 2012	1342237773	0	7	8	7
Sat Jul 14 09:20:41 2012	1342237841	0	7	8	7
Sat Jul 14 09:19:30 2012	1342237770	0	7	8	7
Sat Jul 14 09:19:33 2012	1342237773	0	7	8	7
Sat Jul 14 09:21:00 2012	1342237860	0	7	8	7
Sat Jul 14 09:20:43 2012	1342237843	0	7	8	7
Sat Jul 14 09:20:13 2012	1342237813	0	7	8	7
Sat Jul 14 09:17:30 2012	1342237650	0	7	8	7
Sat Jul 14 09:22:25 2012	1342237945	0	7	8	7
Sat Jul 14 09:22:31 2012	1342237951	0	7	8	7
Sat Jul 14 09:21:51 2012	1342237911	0	7	8	7
Sat Jul 14 09:19:45 2012	1342237785	0	7	8	7
Sat Jul 14 09:20:07 2012	1342237807	0	7	8	7
Sat Jul 14 09:21:12 2012	1342237872	0	7	8	7
Sat Jul 14 09:22:16 2012	1342237936	0	7	8	7
Sat Jul 14 09:20:39 2012	1342237839	0	7	8	7
Sat Jul 14 09:19:55 2012	1342237795	0	7	8	7
Sat Jul 14 09:19:08 2012	1342237748	0	7	8	7
Sat Jul 14 09:15:56 2012	1342237556	0	7	8	7
Sat Jul 14 09:15:30 2012	1342237530	0	7	8	7
Sat Jul 14 09:21:54 2012	1342237914	0	7	8	7
Sat Jul 14 09:19:16 2012	1342237756	0	7	8	7
Sat Jul 14 09:16:38 2012	1342237598	0	7	8	7
Sat Jul 14 09:21:41 2012	1342237901	0	7	8	7
Sat Jul 14 09:22:00 2012	1342237920	0	7	8	7
Sat Jul 14 09:20:24 2012	1342237824	0	7	8	7
Sat Jul 14 09:21:22 2012	1342237882	0	7	8	7
Sat Jul 14 09:17:12 2012	1342237632	0	7	8	7
Sat Jul 14 09:18:01 2012	1342237681	0	7	8	7
Sat Jul 14 09:19:42 2012	1342237782	0	7	8	7
Sat Jul 14 09:16:18 2012	1342237578	0	7	8	7
Sat Jul 14 09:17:14 2012	1342237634	0	7	8	7
Sat Jul 14 09:18:11 2012	1342237691	0	7	8	7
Sat Jul 14 09:16:07 2012	1342237567	0	7	8	7
Sat Jul 14 09:18:25 2012	1342237705	0	7	8	7
Sat Jul 14 09:21:37 2012	1342237897	0	7	8	7
Sat Jul 14 09:18:53 2012	1342237733	0	7	8	7
Sat Jul 14 09:15:09 2012	1342237509	0	7	8	7
Sat Jul 14 09:16:12 2012	1342237572	0	7	8	7
