starttime	seconds	ctime	dtime	ttime	wait
Sat Jul 14 09:19:23 2012	1342237763	0	6	7	6
Sat Jul 14 09:17:39 2012	1342237659	0	6	7	6
Sat Jul 14 09:20:48 2012	1342237848	0	6	7	6
Sat Jul 14 09:20:14 2012	1342237814	0	6	7	6
Sat Jul 14 09:18:37 2012	1342237717	0	6	7	6
Sat Jul 14 09:16:16 2012	1342237576	0	6	7	6
Sat Jul 14 09:20:28 2012	1342237828	0	6	7	6
Sat Jul 14 09:20:22 2012	1342237822	0	6	7	6
Sat Jul 14 09:16:56 2012	1342237616	0	6	7	6
Sat Jul 14 09:21:07 2012	1342237867	0	6	7	6
Sat Jul 14 09:16:34 2012	1342237594	0	6	7	6
Sat Jul 14 09:15:32 2012	1342237532	0	6	7	6
Sat Jul 14 09:21:41 2012	1342237901	0	6	7	6
Sat Jul 14 09:20:17 2012	1342237817	0	6	7	6
Sat Jul 14 09:17:46 2012	1342237666	0	6	7	6
Sat Jul 14 09:20:25 2012	1342237825	0	6	7	6
Sat Jul 14 09:20:29 2012	1342237829	0	6	7	6
Sat Jul 14 09:22:40 2012	1342237960	0	6	7	6
Sat Jul 14 09:21:56 2012	1342237916	0	6	7	6
Sat Jul 14 09:21:29 2012	1342237889	0	6	7	6
Sat Jul 14 09:18:03 2012	1342237683	0	6	7	6
Sat Jul 14 09:18:50 2012	1342237730	0	6	7	6
Sat Jul 14 09:21:49 2012	1342237909	0	6	7	6
Sat Jul 14 09:20:07 2012	1342237807	0	6	7	6
Sat Jul 14 09:18:43 2012	1342237723	0	6	7	6
Sat Jul 14 09:17:43 2012	1342237663	0	6	7	6
Sat Jul 14 09:20:11 2012	1342237811	0	6	7	6
Sat Jul 14 09:20:07 2012	1342237807	0	6	7	6
Sat Jul 14 09:20:12 2012	1342237812	0	6	7	6
Sat Jul 14 09:20:16 2012	1342237816	0	6	7	6
Sat Jul 14 09:17:39 2012	1342237659	0	6	7	6
Sat Jul 14 09:22:04 2012	1342237924	0	6	7	6
Sat Jul 14 09:20:09 2012	1342237809	0	6	7	6
Sat Jul 14 09:17:33 2012	1342237653	0	6	7	6
Sat Jul 14 09:16:50 2012	1342237610	0	6	7	6
Sat Jul 14 09:21:43 2012	1342237903	0	6	7	6
Sat Jul 14 09:18:59 2012	1342237739	0	6	7	6
Sat Jul 14 09:19:31 2012	1342237771	0	6	7	6
Sat Jul 14 09:21:58 2012	1342237918	0	6	7	6
Sat Jul 14 09:20:52 2012	1342237852	0	6	7	6
Sat Jul 14 09:16:20 2012	1342237580	0	6	7	6
Sat Jul 14 09:16:14 2012	1342237574	0	6	7	6
Sat Jul 14 09:16:28 2012	1342237588	0	6	7	6
Sat Jul 14 09:16:46 2012	1342237606	0	6	7	6
Sat Jul 14 09:16:35 2012	1342237595	0	6	7	6
Sat Jul 14 09:17:33 2012	1342237653	0	6	7	6
Sat Jul 14 09:16:40 2012	1342237600	0	6	7	6
Sat Jul 14 09:20:11 2012	1342237811	0	6	7	6
Sat Jul 14 09:22:36 2012	1342237956	0	6	7	6
Sat Jul 14 09:21:51 2012	1342237911	0	6	7	6
Sat Jul 14 09:16:39 2012	1342237599	0	6	7	6
Sat Jul 14 09:20:34 2012	1342237834	0	6	7	6
Sat Jul 14 09:19:27 2012	1342237767	0	6	7	6
Sat Jul 14 09:18:37 2012	1342237717	0	6	7	6
Sat Jul 14 09:19:46 2012	1342237786	0	6	7	6
Sat Jul 14 09:18:30 2012	1342237710	0	6	7	6
Sat Jul 14 09:20:15 2012	1342237815	0	6	7	6
Sat Jul 14 09:22:40 2012	1342237960	0	6	7	6
Sat Jul 14 09:17:49 2012	1342237669	0	6	7	6
Sat Jul 14 09:18:37 2012	1342237717	0	6	7	6
Sat Jul 14 09:16:43 2012	1342237603	0	6	7	6
Sat Jul 14 09:17:34 2012	1342237654	0	6	7	6
Sat Jul 14 09:16:50 2012	1342237610	0	6	7	6
Sat Jul 14 09:22:02 2012	1342237922	0	6	7	6
Sat Jul 14 09:20:15 2012	1342237815	0	6	7	6
Sat Jul 14 09:20:01 2012	1342237801	0	6	7	6
Sat Jul 14 09:22:27 2012	1342237947	0	6	7	6
Sat Jul 14 09:20:14 2012	1342237814	0	6	7	6
Sat Jul 14 09:15:38 2012	1342237538	0	6	7	6
Sat Jul 14 09:17:10 2012	1342237630	0	6	7	6
Sat Jul 14 09:16:17 2012	1342237577	0	6	7	6
Sat Jul 14 09:17:26 2012	1342237646	0	6	7	6
Sat Jul 14 09:16:44 2012	1342237604	0	6	7	6
Sat Jul 14 09:20:27 2012	1342237827	0	6	7	6
Sat Jul 14 09:22:25 2012	1342237945	0	6	7	6
Sat Jul 14 09:18:44 2012	1342237724	0	6	7	6
Sat Jul 14 09:16:55 2012	1342237615	0	6	7	6
Sat Jul 14 09:17:41 2012	1342237661	0	6	7	6
Sat Jul 14 09:16:53 2012	1342237613	0	6	7	6
Sat Jul 14 09:19:58 2012	1342237798	0	6	7	6
Sat Jul 14 09:18:19 2012	1342237699	0	6	7	6
Sat Jul 14 09:18:30 2012	1342237710	0	6	7	6
Sat Jul 14 09:20:25 2012	1342237825	0	6	7	6
Sat Jul 14 09:17:50 2012	1342237670	0	6	7	6
Sat Jul 14 09:22:02 2012	1342237922	0	6	7	6
Sat Jul 14 09:20:10 2012	1342237810	0	6	7	6
Sat Jul 14 09:19:40 2012	1342237780	0	6	7	6
Sat Jul 14 09:17:41 2012	1342237661	0	6	7	6
Sat Jul 14 09:17:41 2012	1342237661	0	6	7	6
Sat Jul 14 09:18:01 2012	1342237681	0	6	7	6
Sat Jul 14 09:20:38 2012	1342237838	0	6	7	6
Sat Jul 14 09:16:15 2012	1342237575	0	6	7	6
Sat Jul 14 09:16:37 2012	1342237597	0	6	7	6
Sat Jul 14 09:15:36 2012	1342237536	0	6	7	6
Sat Jul 14 09:22:07 2012	1342237927	0	6	7	6
Sat Jul 14 09:16:41 2012	1342237601	0	6	7	6
Sat Jul 14 09:20:27 2012	1342237827	0	6	7	6
Sat Jul 14 09:20:29 2012	1342237829	0	6	7	6
Sat Jul 14 09:16:45 2012	1342237605	0	6	7	6
Sat Jul 14 09:16:52 2012	1342237612	0	6	7	6
Sat Jul 14 09:18:43 2012	1342237723	0	6	7	6
Sat Jul 14 09:18:51 2012	1342237731	0	6	7	6
Sat Jul 14 09:18:37 2012	1342237717	0	6	7	6
Sat Jul 14 09:18:38 2012	1342237718	0	6	7	6
Sat Jul 14 09:20:12 2012	1342237812	0	6	7	6
Sat Jul 14 09:18:19 2012	1342237699	0	6	7	6
Sat Jul 14 09:17:41 2012	1342237661	0	6	7	6
Sat Jul 14 09:18:38 2012	1342237718	0	6	7	6
Sat Jul 14 09:20:47 2012	1342237847	0	6	7	6
Sat Jul 14 09:17:30 2012	1342237650	0	6	7	6
Sat Jul 14 09:16:01 2012	1342237561	0	6	7	6
Sat Jul 14 09:20:29 2012	1342237829	0	6	7	6
Sat Jul 14 09:18:02 2012	1342237682	0	6	7	6
Sat Jul 14 09:18:42 2012	1342237722	0	6	7	6
Sat Jul 14 09:20:18 2012	1342237818	0	6	7	6
Sat Jul 14 09:19:48 2012	1342237788	0	6	7	6
Sat Jul 14 09:22:30 2012	1342237950	0	6	7	6
Sat Jul 14 09:20:23 2012	1342237823	0	6	7	6
Sat Jul 14 09:21:26 2012	1342237886	0	6	7	6
Sat Jul 14 09:17:15 2012	1342237635	0	6	7	6
Sat Jul 14 09:20:35 2012	1342237835	0	6	7	6
Sat Jul 14 09:20:38 2012	1342237838	0	6	7	6
Sat Jul 14 09:16:39 2012	1342237599	0	6	7	6
Sat Jul 14 09:17:45 2012	1342237665	0	6	7	6
Sat Jul 14 09:17:41 2012	1342237661	0	6	7	6
Sat Jul 14 09:20:55 2012	1342237855	0	6	7	6
Sat Jul 14 09:17:50 2012	1342237670	0	6	7	6
Sat Jul 14 09:19:01 2012	1342237741	0	6	7	6
Sat Jul 14 09:19:41 2012	1342237781	0	6	7	6
Sat Jul 14 09:20:29 2012	1342237829	0	6	7	6
Sat Jul 14 09:22:07 2012	1342237927	0	6	7	6
Sat Jul 14 09:17:49 2012	1342237669	0	6	7	6
Sat Jul 14 09:20:34 2012	1342237834	0	6	7	6
Sat Jul 14 09:19:56 2012	1342237796	0	6	7	6
Sat Jul 14 09:22:42 2012	1342237962	0	6	7	6
Sat Jul 14 09:17:10 2012	1342237630	0	6	7	6
Sat Jul 14 09:20:20 2012	1342237820	0	6	7	6
Sat Jul 14 09:21:24 2012	1342237884	0	6	7	6
Sat Jul 14 09:20:14 2012	1342237814	0	6	7	6
Sat Jul 14 09:18:00 2012	1342237680	0	6	7	6
Sat Jul 14 09:18:22 2012	1342237702	0	6	7	6
Sat Jul 14 09:20:38 2012	1342237838	0	6	7	6
Sat Jul 14 09:20:07 2012	1342237807	0	6	7	6
Sat Jul 14 09:21:48 2012	1342237908	0	6	7	6
Sat Jul 14 09:20:11 2012	1342237811	0	6	7	6
Sat Jul 14 09:22:09 2012	1342237929	0	6	7	6
Sat Jul 14 09:17:05 2012	1342237625	0	6	7	6
Sat Jul 14 09:17:11 2012	1342237631	0	6	7	6
Sat Jul 14 09:19:48 2012	1342237788	0	6	7	6
Sat Jul 14 09:21:48 2012	1342237908	0	6	7	6
Sat Jul 14 09:17:41 2012	1342237661	0	6	7	6
Sat Jul 14 09:22:04 2012	1342237924	0	6	7	6
Sat Jul 14 09:21:52 2012	1342237912	0	6	7	6
Sat Jul 14 09:17:14 2012	1342237634	0	6	7	6
Sat Jul 14 09:21:33 2012	1342237893	0	6	7	6
Sat Jul 14 09:16:17 2012	1342237577	0	6	7	6
Sat Jul 14 09:18:34 2012	1342237714	0	6	7	6
Sat Jul 14 09:22:03 2012	1342237923	0	6	7	6
Sat Jul 14 09:19:59 2012	1342237799	0	6	7	6
Sat Jul 14 09:17:23 2012	1342237643	0	6	7	6
Sat Jul 14 09:20:28 2012	1342237828	0	6	7	6
Sat Jul 14 09:20:01 2012	1342237801	0	6	7	6
Sat Jul 14 09:16:34 2012	1342237594	0	6	7	6
Sat Jul 14 09:21:00 2012	1342237860	0	6	7	6
Sat Jul 14 09:22:28 2012	1342237948	0	6	7	6
Sat Jul 14 09:17:27 2012	1342237647	0	6	7	6
Sat Jul 14 09:20:29 2012	1342237829	0	6	7	6
Sat Jul 14 09:21:29 2012	1342237889	0	6	7	6
Sat Jul 14 09:20:15 2012	1342237815	0	6	7	6
Sat Jul 14 09:17:10 2012	1342237630	0	6	7	6
Sat Jul 14 09:22:31 2012	1342237951	0	6	7	6
Sat Jul 14 09:17:28 2012	1342237648	0	6	7	6
Sat Jul 14 09:17:15 2012	1342237635	0	6	7	6
Sat Jul 14 09:17:42 2012	1342237662	0	6	7	6
Sat Jul 14 09:21:48 2012	1342237908	0	6	7	6
Sat Jul 14 09:17:16 2012	1342237636	0	6	7	6
Sat Jul 14 09:19:28 2012	1342237768	0	6	7	6
Sat Jul 14 09:15:38 2012	1342237538	0	6	7	6
Sat Jul 14 09:16:16 2012	1342237576	0	6	7	6
Sat Jul 14 09:16:20 2012	1342237580	0	6	7	6
Sat Jul 14 09:20:21 2012	1342237821	0	6	7	6
Sat Jul 14 09:18:02 2012	1342237682	0	6	7	6
Sat Jul 14 09:18:00 2012	1342237680	0	6	7	6
Sat Jul 14 09:20:09 2012	1342237809	0	6	7	6
Sat Jul 14 09:20:26 2012	1342237826	0	6	7	6
Sat Jul 14 09:17:38 2012	1342237658	0	6	7	6
Sat Jul 14 09:21:51 2012	1342237911	0	6	7	6
Sat Jul 14 09:19:18 2012	1342237758	0	6	7	6
Sat Jul 14 09:17:31 2012	1342237651	0	6	7	6
Sat Jul 14 09:22:04 2012	1342237924	0	6	7	6
Sat Jul 14 09:22:14 2012	1342237934	0	6	7	6
Sat Jul 14 09:18:39 2012	1342237719	0	6	7	6
Sat Jul 14 09:22:02 2012	1342237922	0	6	7	6
Sat Jul 14 09:20:09 2012	1342237809	0	6	7	6
Sat Jul 14 09:20:11 2012	1342237811	0	6	7	6
Sat Jul 14 09:16:47 2012	1342237607	0	6	7	6
Sat Jul 14 09:17:41 2012	1342237661	0	6	7	6
Sat Jul 14 09:16:39 2012	1342237599	0	6	7	6
Sat Jul 14 09:18:44 2012	1342237724	0	6	7	6
Sat Jul 14 09:22:33 2012	1342237953	0	6	7	6
Sat Jul 14 09:18:34 2012	1342237714	0	6	7	6
Sat Jul 14 09:18:43 2012	1342237723	0	6	7	6
Sat Jul 14 09:21:28 2012	1342237888	0	6	7	6
Sat Jul 14 09:19:40 2012	1342237780	0	6	7	6
Sat Jul 14 09:19:23 2012	1342237763	0	6	7	6
Sat Jul 14 09:19:41 2012	1342237781	0	6	7	6
Sat Jul 14 09:18:53 2012	1342237733	0	6	7	6
Sat Jul 14 09:17:05 2012	1342237625	0	6	7	6
Sat Jul 14 09:21:40 2012	1342237900	0	6	7	6
Sat Jul 14 09:15:31 2012	1342237531	0	6	7	6
Sat Jul 14 09:22:29 2012	1342237949	0	6	7	6
Sat Jul 14 09:20:27 2012	1342237827	0	6	7	6
Sat Jul 14 09:16:54 2012	1342237614	0	6	7	6
Sat Jul 14 09:20:35 2012	1342237835	0	6	7	6
Sat Jul 14 09:20:08 2012	1342237808	0	6	7	6
Sat Jul 14 09:16:44 2012	1342237604	0	6	7	6
Sat Jul 14 09:17:28 2012	1342237648	0	6	7	6
Sat Jul 14 09:18:59 2012	1342237739	0	6	7	6
Sat Jul 14 09:17:46 2012	1342237666	0	6	7	6
Sat Jul 14 09:16:16 2012	1342237576	0	6	7	6
Sat Jul 14 09:19:51 2012	1342237791	0	6	7	6
Sat Jul 14 09:20:29 2012	1342237829	0	6	7	6
Sat Jul 14 09:19:20 2012	1342237760	0	6	7	6
Sat Jul 14 09:22:33 2012	1342237953	0	6	7	6
Sat Jul 14 09:21:54 2012	1342237914	0	6	7	6
Sat Jul 14 09:21:48 2012	1342237908	0	6	7	6
Sat Jul 14 09:19:48 2012	1342237788	0	6	7	6
Sat Jul 14 09:22:35 2012	1342237955	0	6	7	6
Sat Jul 14 09:20:21 2012	1342237821	0	6	7	6
Sat Jul 14 09:18:37 2012	1342237717	0	6	7	6
Sat Jul 14 09:16:46 2012	1342237606	0	6	7	6
Sat Jul 14 09:20:45 2012	1342237845	0	6	7	6
Sat Jul 14 09:19:52 2012	1342237792	0	6	7	6
Sat Jul 14 09:20:25 2012	1342237825	0	6	7	6
Sat Jul 14 09:21:21 2012	1342237881	0	6	7	6
Sat Jul 14 09:20:24 2012	1342237824	0	6	7	6
Sat Jul 14 09:20:30 2012	1342237830	0	6	7	6
Sat Jul 14 09:22:06 2012	1342237926	0	6	7	6
Sat Jul 14 09:15:52 2012	1342237552	0	6	7	6
Sat Jul 14 09:17:36 2012	1342237656	0	6	7	6
Sat Jul 14 09:18:28 2012	1342237708	0	6	7	6
Sat Jul 14 09:18:20 2012	1342237700	0	6	7	6
Sat Jul 14 09:15:37 2012	1342237537	0	6	7	6
Sat Jul 14 09:17:09 2012	1342237629	0	6	7	6
Sat Jul 14 09:20:13 2012	1342237813	0	6	7	6
Sat Jul 14 09:22:02 2012	1342237922	0	6	7	6
Sat Jul 14 09:19:22 2012	1342237762	0	6	7	6
Sat Jul 14 09:22:37 2012	1342237957	0	6	7	6
Sat Jul 14 09:21:30 2012	1342237890	0	6	7	6
Sat Jul 14 09:19:21 2012	1342237761	0	6	7	6
Sat Jul 14 09:17:48 2012	1342237668	0	6	7	6
Sat Jul 14 09:21:38 2012	1342237898	0	6	7	6
Sat Jul 14 09:18:32 2012	1342237712	0	6	7	6
Sat Jul 14 09:18:43 2012	1342237723	0	6	7	6
Sat Jul 14 09:19:04 2012	1342237744	0	6	7	6
Sat Jul 14 09:17:41 2012	1342237661	0	6	7	6
Sat Jul 14 09:20:02 2012	1342237802	0	6	7	6
Sat Jul 14 09:18:13 2012	1342237693	0	6	7	6
Sat Jul 14 09:19:22 2012	1342237762	0	6	7	6
Sat Jul 14 09:19:41 2012	1342237781	0	6	7	6
Sat Jul 14 09:20:10 2012	1342237810	0	6	7	6
Sat Jul 14 09:20:14 2012	1342237814	0	6	7	6
Sat Jul 14 09:22:01 2012	1342237921	0	6	7	6
Sat Jul 14 09:20:30 2012	1342237830	0	6	7	6
Sat Jul 14 09:19:19 2012	1342237759	0	6	7	6
Sat Jul 14 09:15:25 2012	1342237525	0	6	7	6
Sat Jul 14 09:18:50 2012	1342237730	0	6	7	6
Sat Jul 14 09:16:35 2012	1342237595	0	6	7	6
Sat Jul 14 09:19:19 2012	1342237759	0	6	7	6
Sat Jul 14 09:22:02 2012	1342237922	0	6	7	6
Sat Jul 14 09:16:42 2012	1342237602	0	6	7	6
Sat Jul 14 09:16:46 2012	1342237606	0	6	7	6
Sat Jul 14 09:19:02 2012	1342237742	0	6	7	6
Sat Jul 14 09:22:21 2012	1342237941	0	6	7	6
Sat Jul 14 09:22:10 2012	1342237930	0	6	7	6
Sat Jul 14 09:21:48 2012	1342237908	0	6	7	6
Sat Jul 14 09:22:02 2012	1342237922	0	6	7	6
Sat Jul 14 09:21:24 2012	1342237884	0	6	7	6
Sat Jul 14 09:18:19 2012	1342237699	0	6	7	6
Sat Jul 14 09:20:42 2012	1342237842	0	6	7	6
Sat Jul 14 09:19:01 2012	1342237741	0	6	7	6
Sat Jul 14 09:17:12 2012	1342237632	0	6	7	6
Sat Jul 14 09:17:33 2012	1342237653	0	6	7	6
Sat Jul 14 09:19:54 2012	1342237794	0	6	7	6
Sat Jul 14 09:20:27 2012	1342237827	0	6	7	6
Sat Jul 14 09:19:53 2012	1342237793	0	6	7	6
Sat Jul 14 09:20:28 2012	1342237828	0	6	7	6
Sat Jul 14 09:21:54 2012	1342237914	0	6	7	6
Sat Jul 14 09:18:02 2012	1342237682	0	6	7	6
Sat Jul 14 09:18:02 2012	1342237682	0	6	7	6
Sat Jul 14 09:20:27 2012	1342237827	0	6	7	6
Sat Jul 14 09:21:47 2012	1342237907	0	6	7	6
Sat Jul 14 09:19:33 2012	1342237773	0	6	7	6
Sat Jul 14 09:17:36 2012	1342237656	0	6	7	6
Sat Jul 14 09:18:45 2012	1342237725	0	6	7	6
Sat Jul 14 09:17:48 2012	1342237668	0	6	7	6
Sat Jul 14 09:21:23 2012	1342237883	0	6	7	6
Sat Jul 14 09:19:51 2012	1342237791	0	6	7	6
Sat Jul 14 09:21:15 2012	1342237875	0	6	7	6
Sat Jul 14 09:20:15 2012	1342237815	0	6	7	6
Sat Jul 14 09:17:39 2012	1342237659	0	6	7	6
Sat Jul 14 09:16:52 2012	1342237612	0	6	7	6
Sat Jul 14 09:18:18 2012	1342237698	0	6	7	6
Sat Jul 14 09:17:06 2012	1342237626	0	6	7	6
Sat Jul 14 09:16:39 2012	1342237599	0	6	7	6
Sat Jul 14 09:18:37 2012	1342237717	0	6	7	6
Sat Jul 14 09:20:16 2012	1342237816	0	6	7	6
Sat Jul 14 09:22:02 2012	1342237922	0	6	7	6
Sat Jul 14 09:17:39 2012	1342237659	0	6	7	6
Sat Jul 14 09:18:37 2012	1342237717	0	6	7	6
Sat Jul 14 09:20:46 2012	1342237846	0	6	7	6
Sat Jul 14 09:20:33 2012	1342237833	0	6	7	6
Sat Jul 14 09:19:17 2012	1342237757	0	6	7	6
Sat Jul 14 09:21:36 2012	1342237896	0	6	7	6
Sat Jul 14 09:19:47 2012	1342237787	0	6	7	6
Sat Jul 14 09:17:56 2012	1342237676	0	6	7	6
Sat Jul 14 09:17:19 2012	1342237639	0	6	7	6
Sat Jul 14 09:21:22 2012	1342237882	0	6	7	6
Sat Jul 14 09:15:34 2012	1342237534	0	6	7	6
Sat Jul 14 09:20:26 2012	1342237826	0	6	7	6
Sat Jul 14 09:20:14 2012	1342237814	0	6	7	6
Sat Jul 14 09:22:36 2012	1342237956	0	6	7	6
Sat Jul 14 09:19:02 2012	1342237742	0	6	7	6
Sat Jul 14 09:20:03 2012	1342237803	0	6	7	6
Sat Jul 14 09:20:12 2012	1342237812	0	6	7	6
Sat Jul 14 09:21:09 2012	1342237869	0	6	7	6
Sat Jul 14 09:20:36 2012	1342237836	0	6	7	6
Sat Jul 14 09:20:10 2012	1342237810	0	6	7	6
Sat Jul 14 09:17:08 2012	1342237628	0	6	7	6
Sat Jul 14 09:22:14 2012	1342237934	0	6	7	6
Sat Jul 14 09:22:33 2012	1342237953	0	6	7	6
Sat Jul 14 09:20:29 2012	1342237829	0	6	7	6
Sat Jul 14 09:20:11 2012	1342237811	0	6	7	6
Sat Jul 14 09:19:04 2012	1342237744	0	6	7	6
Sat Jul 14 09:21:29 2012	1342237889	0	6	7	6
Sat Jul 14 09:19:20 2012	1342237760	0	6	7	6
Sat Jul 14 09:21:38 2012	1342237898	0	6	7	6
Sat Jul 14 09:19:59 2012	1342237799	0	6	7	6
Sat Jul 14 09:21:04 2012	1342237864	0	6	7	6
Sat Jul 14 09:20:32 2012	1342237832	0	6	7	6
Sat Jul 14 09:18:44 2012	1342237724	0	6	7	6
Sat Jul 14 09:18:40 2012	1342237720	0	6	7	6
Sat Jul 14 09:20:36 2012	1342237836	0	6	7	6
Sat Jul 14 09:20:33 2012	1342237833	0	6	7	6
Sat Jul 14 09:22:14 2012	1342237934	0	6	7	6
Sat Jul 14 09:22:31 2012	1342237951	0	6	7	6
Sat Jul 14 09:21:54 2012	1342237914	0	6	7	6
Sat Jul 14 09:22:06 2012	1342237926	0	6	7	6
Sat Jul 14 09:16:50 2012	1342237610	0	6	7	6
Sat Jul 14 09:22:24 2012	1342237944	0	6	7	6
Sat Jul 14 09:19:41 2012	1342237781	0	6	7	6
Sat Jul 14 09:17:19 2012	1342237639	0	6	7	6
Sat Jul 14 09:20:14 2012	1342237814	0	6	7	6
Sat Jul 14 09:17:39 2012	1342237659	0	6	7	6
Sat Jul 14 09:18:19 2012	1342237699	0	6	7	6
Sat Jul 14 09:20:04 2012	1342237804	0	6	7	6
Sat Jul 14 09:16:16 2012	1342237576	0	6	7	6
Sat Jul 14 09:20:15 2012	1342237815	0	6	7	6
Sat Jul 14 09:20:07 2012	1342237807	0	6	7	6
Sat Jul 14 09:18:33 2012	1342237713	0	6	7	6
Sat Jul 14 09:19:28 2012	1342237768	0	6	7	6
Sat Jul 14 09:20:01 2012	1342237801	0	6	7	6
Sat Jul 14 09:16:35 2012	1342237595	0	6	7	6
Sat Jul 14 09:20:17 2012	1342237817	0	6	7	6
Sat Jul 14 09:20:09 2012	1342237809	0	6	7	6
Sat Jul 14 09:17:22 2012	1342237642	0	6	7	6
Sat Jul 14 09:17:57 2012	1342237677	0	6	7	6
Sat Jul 14 09:18:08 2012	1342237688	0	6	7	6
Sat Jul 14 09:17:24 2012	1342237644	0	6	7	6
Sat Jul 14 09:22:43 2012	1342237963	0	6	7	6
Sat Jul 14 09:17:35 2012	1342237655	0	6	7	6
Sat Jul 14 09:20:07 2012	1342237807	0	6	7	6
Sat Jul 14 09:19:41 2012	1342237781	0	6	7	6
Sat Jul 14 09:16:34 2012	1342237594	0	6	7	6
Sat Jul 14 09:21:33 2012	1342237893	0	6	7	6
Sat Jul 14 09:18:48 2012	1342237728	0	6	7	6
Sat Jul 14 09:16:43 2012	1342237603	0	6	7	6
Sat Jul 14 09:18:42 2012	1342237722	0	6	7	6
Sat Jul 14 09:19:08 2012	1342237748	0	6	7	6
Sat Jul 14 09:22:29 2012	1342237949	0	6	7	6
Sat Jul 14 09:20:38 2012	1342237838	0	6	7	6
Sat Jul 14 09:17:27 2012	1342237647	0	6	7	6
Sat Jul 14 09:17:41 2012	1342237661	0	6	7	6
Sat Jul 14 09:21:30 2012	1342237890	0	6	7	6
Sat Jul 14 09:20:23 2012	1342237823	0	6	7	6
Sat Jul 14 09:20:34 2012	1342237834	0	6	7	6
Sat Jul 14 09:22:08 2012	1342237928	0	6	7	6
Sat Jul 14 09:17:48 2012	1342237668	0	6	7	6
Sat Jul 14 09:19:06 2012	1342237746	0	6	7	6
Sat Jul 14 09:20:32 2012	1342237832	0	6	7	6
Sat Jul 14 09:17:26 2012	1342237646	0	6	7	6
Sat Jul 14 09:20:38 2012	1342237838	0	6	7	6
Sat Jul 14 09:18:21 2012	1342237701	0	6	7	6
Sat Jul 14 09:21:26 2012	1342237886	0	6	7	6
Sat Jul 14 09:20:11 2012	1342237811	0	6	7	6
Sat Jul 14 09:18:53 2012	1342237733	0	6	7	6
Sat Jul 14 09:22:29 2012	1342237949	0	6	7	6
Sat Jul 14 09:19:59 2012	1342237799	0	6	7	6
Sat Jul 14 09:19:58 2012	1342237798	0	6	7	6
Sat Jul 14 09:16:43 2012	1342237603	0	6	7	6
Sat Jul 14 09:21:26 2012	1342237886	0	6	7	6
Sat Jul 14 09:20:12 2012	1342237812	0	6	7	6
Sat Jul 14 09:18:37 2012	1342237717	0	6	7	6
Sat Jul 14 09:19:41 2012	1342237781	0	6	7	6
Sat Jul 14 09:17:47 2012	1342237667	0	6	7	6
Sat Jul 14 09:18:19 2012	1342237699	0	6	7	6
Sat Jul 14 09:18:30 2012	1342237710	0	6	7	6
Sat Jul 14 09:18:00 2012	1342237680	0	6	7	6
Sat Jul 14 09:16:39 2012	1342237599	0	6	7	6
Sat Jul 14 09:17:15 2012	1342237635	0	6	7	6
Sat Jul 14 09:18:21 2012	1342237701	0	6	7	6
Sat Jul 14 09:22:07 2012	1342237927	0	6	7	6
Sat Jul 14 09:20:25 2012	1342237825	0	6	7	6
Sat Jul 14 09:19:28 2012	1342237768	0	6	7	6
Sat Jul 14 09:20:27 2012	1342237827	0	6	7	6
Sat Jul 14 09:19:23 2012	1342237763	0	6	7	6
Sat Jul 14 09:18:09 2012	1342237689	0	6	7	6
Sat Jul 14 09:18:30 2012	1342237710	0	6	7	6
Sat Jul 14 09:17:15 2012	1342237635	0	6	7	6
Sat Jul 14 09:18:19 2012	1342237699	0	6	7	6
Sat Jul 14 09:18:23 2012	1342237703	0	6	7	6
Sat Jul 14 09:18:31 2012	1342237711	0	6	7	6
Sat Jul 14 09:22:15 2012	1342237935	0	6	7	6
Sat Jul 14 09:19:23 2012	1342237763	0	6	7	6
Sat Jul 14 09:20:16 2012	1342237816	0	6	7	6
Sat Jul 14 09:19:58 2012	1342237798	0	6	7	6
Sat Jul 14 09:17:42 2012	1342237662	0	6	7	6
Sat Jul 14 09:20:36 2012	1342237836	0	6	7	6
Sat Jul 14 09:17:39 2012	1342237659	0	6	7	6
Sat Jul 14 09:19:40 2012	1342237780	0	6	7	6
Sat Jul 14 09:20:40 2012	1342237840	0	6	7	6
Sat Jul 14 09:17:09 2012	1342237629	0	6	7	6
Sat Jul 14 09:20:43 2012	1342237843	0	6	7	6
Sat Jul 14 09:17:14 2012	1342237634	0	6	7	6
Sat Jul 14 09:18:57 2012	1342237737	0	6	7	6
Sat Jul 14 09:18:52 2012	1342237732	0	6	7	6
Sat Jul 14 09:20:34 2012	1342237834	0	6	7	6
Sat Jul 14 09:20:35 2012	1342237835	0	6	7	6
Sat Jul 14 09:20:44 2012	1342237844	0	6	7	6
Sat Jul 14 09:18:21 2012	1342237701	0	6	7	6
Sat Jul 14 09:18:36 2012	1342237716	0	6	7	6
Sat Jul 14 09:17:32 2012	1342237652	0	6	7	6
Sat Jul 14 09:19:54 2012	1342237794	0	6	7	6
Sat Jul 14 09:16:54 2012	1342237614	0	6	7	6
Sat Jul 14 09:19:20 2012	1342237760	0	6	7	6
Sat Jul 14 09:20:15 2012	1342237815	0	6	7	6
Sat Jul 14 09:22:19 2012	1342237939	0	6	7	6
Sat Jul 14 09:20:38 2012	1342237838	0	6	7	6
Sat Jul 14 09:17:46 2012	1342237666	0	6	7	6
Sat Jul 14 09:20:22 2012	1342237822	0	6	7	6
